Title,Author,ISBN,Circulation,Library,Branch,Code,Variable,Total_2010,Total_2011,Total_2013,Total_2012,Total_2015,Total_2014,Total_2017,Total_2016,year,value
The ugly truth,"Kinney, Jeff.",9780810984912,105,Highland Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfur Springs,"Krueger, William Kent.",9781501147340,105,Highland Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Yorker 2018.,NA,NA,126,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Panther,NA,9786317233195,123,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People 2018.,NA,NA,107,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The shape of water,NA,024543417675,106,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dunkirk,NA,883929570713,94,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Three billboards outside Ebbing, Missouri",NA,024543416319,94,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blade runner 2049,NA,883929571888,89,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thor. Ragnarok,NA,786936855906,83,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wonder,NA,031398259282,83,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lady Bird,NA,031398277460,80,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Star wars, the last jedi.",NA,786936856996,76,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coco,NA,786936856255,70,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The greatest showman,NA,024543327912,69,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atomic Blonde,NA,9786317017986,67,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It / New Line Cinema presents ; in association with RatPac-Dune Entertainment ; a Vertigo Entertainment,NA,883929571499,64,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A wrinkle in time,NA,786936856392,64,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jumanji. Welcome to the jungle / Columbia Pictures presents ; a Matt Tolmach,NA,043396488526,62,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice League,NA,883929572045,61,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Real Simple 2018.,NA,NA,60,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I, Tonya",NA,9786317175082,60,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomb raider,NA,883929620890,60,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murder on the Orient Express,NA,024543393979,57,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A quiet place,NA,032429308818,57,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ready player one,NA,883929621422,57,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consumer Reports 2018.,NA,NA,56,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocean's 8,NA,883929623099,56,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avengers: infinity war,NA,786936856910,55,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Get out,NA,191329005767,54,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Game night / directed by John Francis Daley & Jonathan Goldstein ; written by Mark Perez ; produced by John Davis, John Fox, Jason Bateman, James Garavente ; a New Line Cinema presentation ; a Davis Entertainment",NA,883929620623,54,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jurassic world. Fallen kingdom,NA,191329002469,54,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pitch perfect 3,NA,025192371752,53,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paddington. 2,NA,883929632398,53,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solo : a Star Wars story,NA,786936859133,53,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Post,NA,024543470854,51,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red sparrow,NA,024543418009,51,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phantom thread,NA,191329052952,50,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of dogs,NA,024543460176,50,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mpls St Paul 2018.,NA,NA,48,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Call me by your name,NA,043396523821,48,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deadpool 2 / a Twentieth Century Fox presentation in association with Marvel Entertainment ; a Kinberg Genre,NA,024543461470,48,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollie Makes 2018,NA,NA,47,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Time 2018.,NA,NA,45,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spider-Man: homecoming / Columbia Pictures presents ; a Marvel Studios,NA,043396488571,44,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit,NA,9786317026353,44,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victoria & Abdul,NA,025192396960,43,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooking Light 2018.,NA,NA,43,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Downsizing,NA,032429304063,43,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little fires everywhere,"Ng, Celeste, author.",9780735224292,42,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mother!,NA,032429294791,42,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National Geographic 2018.,NA,NA,42,Hamline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thor. Ragnarok,NA,786936855906,77,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jumanji. Welcome to the jungle / Columbia Pictures presents ; a Matt Tolmach,NA,043396488526,74,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Panther,NA,9786317233195,68,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Star wars, the last jedi.",NA,786936856996,63,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Three billboards outside Ebbing, Missouri",NA,024543416319,61,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The shape of water,NA,024543417675,61,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The commuter,NA,031398285373,55,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It / New Line Cinema presents ; in association with RatPac-Dune Entertainment ; a Vertigo Entertainment,NA,883929571499,54,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murder on the Orient Express,NA,024543393979,54,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocean's 8,NA,883929623099,54,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blade runner 2049,NA,883929571888,53,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice League,NA,883929572045,51,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coco,NA,786936856255,51,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The greatest showman,NA,024543327912,51,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Post,NA,024543470854,51,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avengers: infinity war,NA,786936856910,51,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Despicable me 3,NA,025192367663,48,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A quiet place,NA,032429308818,48,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dunkirk,NA,883929570713,47,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The mountain between us.,NA,024543417019,47,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solo : a Star Wars story,NA,786936859133,47,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atomic Blonde,NA,9786317017986,46,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wonder,NA,031398259282,46,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A wrinkle in time,NA,786936856392,46,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Den of thieves / STX Films and Diamond Film Productions present a Diamond Film Productions/Tucker Tooley Entertainment/a Mark Canton production,NA,191329021019,45,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ready player one,NA,883929621422,43,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American assassin,NA,031398274827,42,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People 2018.,NA,NA,42,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12 strong,NA,883929601547,42,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The hitman's bodyguard,NA,031398273769,41,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kingsman: the golden circle,NA,024543328780,40,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pitch perfect 3,NA,025192371752,40,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Annihilation / writer,NA,032429305381,40,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wonder Woman / directed by Patty Jenkins ; screenplay by Allan Heinberg ; produced by Charles Roven ; produced by Deborah Snyder, Zack Snyder ; produced by Richard Suckle ; a Warner Bros. Pictures presentation ; in association with Rat-Pac Dune Entertainment, Tencent Pictures and Wanda Pictures ; an Atlas Entertainment",NA,883929552979,39,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rampage / New Line Cinema presents in association with ASAP Entertainment ; a Wrigley Pictures/F.P.C.,NA,883929622771,39,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyscraper,NA,191329041338,39,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lady Bird,NA,031398277460,38,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victoria & Abdul,NA,025192396960,37,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daddy's home 2,NA,032429301482,37,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molly's game,NA,191329010129,37,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomb raider,NA,883929620890,37,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Proud Mary,NA,043396509320,36,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Game of thrones. Season 7.,NA,883929598564,35,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I, Tonya",NA,9786317175082,35,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferdinand,NA,024543277323,35,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blockers,NA,191329040881,35,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan lucky,NA,191329024690,34,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American made,NA,025192316180,34,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Rim. Uprising / directed by Steven S. DeKnight ; written by Steven S. DeKnight & Emily Carmichael & Kira Snyder and T.S. Nowlin ; produced by Mary Parent, Cale Boyter, Gullermo Del Toro, John Boyega, Femi Oguns, Thomas Tull, Jon Jashni ; Legendary Pictures and Universal Pictures present ; a Legendary Pictures",NA,191329028933,34,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Overboard,NA,031398289753,34,Dayton's Bluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coco,NA,786936856255,198,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lady Bird,NA,031398277460,193,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Panther,NA,9786317233195,189,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dunkirk,NA,883929570713,187,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The shape of water,NA,024543417675,174,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jumanji. Welcome to the jungle / Columbia Pictures presents ; a Matt Tolmach,NA,043396488526,171,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darkest hour,NA,025192396717,169,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Three billboards outside Ebbing, Missouri",NA,024543416319,168,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The greatest showman,NA,024543327912,153,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Star wars, the last jedi.",NA,786936856996,147,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Post,NA,024543470854,146,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A wrinkle in time,NA,786936856392,130,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wonder,NA,031398259282,128,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blade runner 2049,NA,883929571888,126,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glass houses : a novel,"Penny, Louise.",9781250066190,124,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solo : a Star Wars story,NA,786936859133,124,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People 2018.,NA,NA,120,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avengers: infinity war,NA,786936856910,120,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molly's game,NA,191329010129,119,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall,NA,191329035979,117,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A quiet place,NA,032429308818,117,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Call me by your name,NA,043396523821,116,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little fires everywhere,"Ng, Celeste, author.",9780735224292,115,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roman J. Israel, Esq. / Columbia Pictures presents ; in association with Marco Media [and others] ; a Jennifer Fox",NA,043396521278,115,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I, Tonya",NA,9786317175082,112,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deadpool 2 / a Twentieth Century Fox presentation in association with Marvel Entertainment ; a Kinberg Genre,NA,024543461470,112,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thor. Ragnarok,NA,786936855906,111,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murder on the Orient Express,NA,024543393979,110,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocean's 8,NA,883929623099,110,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice League,NA,883929572045,108,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victoria & Abdul,NA,025192396960,106,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red sparrow,NA,024543418009,104,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jurassic world. Fallen kingdom,NA,191329002469,104,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twisted prey,"Sandford, John, 1944 February 23- author.",9780735217355,102,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Yorker 2018.,NA,NA,100,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The big sick,NA,031398270362,99,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfur Springs,"Krueger, William Kent.",9781501147340,98,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A gentleman in Moscow,"Towles, Amor, author.",9780670026197,97,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Despicable me 3,NA,025192367663,95,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deep freeze,"Sandford, John, 1944 February 23-",9780399176067,94,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sing, unburied, sing : a novel","Ward, Jesmyn, author.",9781501126062,93,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hostiles / producer, John Lesher, Ken Kao, Scott Cooper ; writer",NA,031398279402,92,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Annihilation / writer,NA,032429305381,92,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phantom thread,NA,191329052952,91,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Future home of the living god : a novel,"Erdrich, Louise, author.",0062694057,90,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Two kinds of truth,"Connelly, Michael, 1956-",9780316225908,89,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The great alone,"Hannah, Kristin, author.",9780312577230,89,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of dogs,NA,024543460176,89,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ready player one,NA,883929621422,89,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ant-man and The Wasp,NA,786936858969,88,Merriam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,C01M,Print Materials,18927,18506,18353,19481,22709,21854,22342,22623,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,C02M,Audio Materials,1967,2125,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,C03M,Video Materials,3894,3865,4781,5236,7618,7540,6779,6840,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,C04M,Multi-format Materials,24,23,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,C05M,Other Physical Materials,94,94,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,C06M,Total Materials (Manually Input),24906,24613,25610,26586,32649,31595,31185,31734,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,C07M,Print Serial Subscriptions,43,40,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P01M,Population of the Legal Service Area,27323,28380,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P02aM,Registered Borrowers - Residents,13483,12835,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P02bM,Registered Borrowers - Reciprocal,1025,1165,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P02cM,Total Registered Borrowers/Users,14508,14e3,14699,16005,15300,17721,19068,18218,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P04M,Library Visits,101417,77737,85399,89086,177008,144726,143794,136963,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P06M,Reference Transactions,5096,9932,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P08M,Stations,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P09M,Annual Public Internet Computer Sessions,20677,23133,23121,24652,23830,31201,33491,36174,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P15M,Wireless Sessions,NA,NA,NA,NA,NA,NA,NA,36174,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P16M,Children's Circulation,34801,32148,32119,35544,54840,60920,53210,45764,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P17M,Children's Library Programs,117,118,205,133,310,293,235,321,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P18M,Children's Program Attendance,2336,2667,3276,2680,5485,9845,7078,8047,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P19M,Young Adult Library Programs,27,14,63,24,256,236,306,306,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P20M,Young Adult Program Attendance,532,182,1031,475,13125,7670,9770,7261,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P21M,Adult Circulation,32713,25073,27507,28398,41696,38872,40726,30869,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P22M,Adult Library Programs,96,110,327,326,367,211,367,322,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P23M,Adult Program Attendance,898,1100,3063,4410,4529,3369,3911,4478,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P24M,Other Circulation,0,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P25M,Total Circulation (Manually Input),67514,57221,59626,63942,96536,99792,93936,76633,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,P26M,Total Programs (Manually Input),NA,242,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,NA,Public Internet Computers,NA,NA,27,30,23,22,22,22,NA,NA
NA,NA,NA,NA,NA,Arlington Hills,NA,Mobile Devices,NA,NA,5,5,23,16,43,43,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P01M,Population of the Legal Service Area,14833,14457,14457,14457,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P02aM,Registered Borrowers - Residents,8229,9150,10729,9685,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P02bM,Registered Borrowers - Reciprocal,2442,2777,3275,2919,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P02cM,Total Registered Borrowers,10671,11927,14004,12604,13071,12149,13346,13620,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P04M,Library Visits,140339,130254,113152,129769,99254,104869,89785,99572,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P06M,Reference Transactions,37882,30446,20618,29224,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P08M,Stations,0,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P09M,Annual Public Internet Computer Sessions,23389,20509,19218,21049,13768,17340,17440,16921,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,NA,Wireless Sessions,NA,NA,NA,NA,NA,NA,10524,NA,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P15M,Children's Circulation,40089,33738,32200,29917,28974,34430,24005,25860,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P16M,Children's Library Programs,208,158,86,138,185,171,148,207,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P17M,Children's Program Attendance,6482,5680,1416,2086,2874,3629,2133,3833,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P18M,Young Adult Library Programs,20,20,22,12,13,21,21,6,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P19M,Young Adult Program Attendance,370,296,439,384,501,401,389,301,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P20M,Adult Circulation,46290,40804,37347,39298,35304,38084,27853,30975,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P21M,Adult Library Programs,133,272,281,331,144,122,119,79,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P22M,Adult Program Attendance,1393,2403,1976,2663,1542,1850,4610,4729,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P23M,Other Circulation,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P24M,Total Circulation (Manually Input),86379,74542,69547,68347,64278,72514,51858,56835,NA,NA
NA,NA,NA,NA,NA,Dayton's Bluff,P25M,Total Programs (Manually Input),NA,450,389,481,NA,NA,NA,NA,NA,NA
